ticker,period,category,price,support,resistance,dist_to_support_pct,dist_to_resistance_pct,volume_ratio,entry_trigger,entry_signal,signal_active,is_retest,retest_level,days_since_breakout,retest_worst_undercut_pct,tight_prior_base,prior_base_range_pct,company_name,sector,industry,description
ESS,3mo,RETEST_BUY,270.05,269.86,277.49,0.07,2.76,1.58,269.86,"ENTER - retest of 269.86 breakout level (11d ago), holding (tight prior base)",True,True,269.86,11.0,0.68,True,5.56,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,"Essex Property Trust, Inc., an S&P 500 company, is a fully integrated real estate investment trust. The firm acquires, develops, redevelops, and manages multifamily residential properties in selected West Coast markets. Essex currently has ownership interests in 258 apartment communities comprising over 62,000 apartment homes with an additional property in active development. Essex Property Trust,"
ESTA,3mo,NEUTRAL,69.3,67.12,76.42,3.25,10.27,0.9,76.42,NO SIGNAL - next trigger is a close above 76.42,False,False,,,,,,,,,
ESTC,3mo,NEAR_RESISTANCE_AVOID,86.96,82.15,88.21,5.86,1.44,1.08,88.21,WAIT - buy trigger is a close above 88.21,False,False,,,,,,,,,
ET,3mo,NEAR_RESISTANCE_AVOID,21.14,21.06,21.75,0.38,2.89,1.85,21.75,WAIT - buy trigger is a close above 21.75,False,False,,,,,,,,,
ETB,3mo,RETEST_BUY,15.47,15.2,15.65,1.78,1.16,0.77,15.2,"ENTER - retest of 15.2 breakout level (14d ago), holding (tight prior base)",True,True,15.2,14.0,-0.07,True,1.99,,,,
ETD,3mo,RETEST_BUY,21.41,21.13,22.59,1.33,5.51,1.17,21.13,"ENTER - retest of 21.13 breakout level (10d ago), holding",True,True,21.13,10.0,0.0,False,10.12,,,,
ETG,3mo,RETEST_BUY,23.02,22.54,23.14,2.13,0.52,0.7,22.54,"ENTER - retest of 22.54 breakout level (25d ago), holding (tight prior base)",True,True,22.54,25.0,-0.8,True,7.22,,,,
ETJ,3mo,NEAR_RESISTANCE_AVOID,8.29,8.29,8.42,0.0,1.57,1.13,8.42,WAIT - buy trigger is a close above 8.42,False,False,,,,,,,,,
ETN,3mo,NEAR_RESISTANCE_AVOID,424.77,406.95,428.36,4.38,0.85,2.47,428.36,WAIT - buy trigger is a close above 428.36,False,False,,,,,,"Eaton Corporation, PLC",Industrials,Specialty Industrial Machinery,"Eaton Corporation plc operates as a power management company in the United States, Canada, Latin America, Europe, and the Asia Pacific. It operates through Electrical Americas, Electrical Global, Aerospace, Vehicle, and eMobility segments. The company offers electrical and industrial components, power distribution and assemblies, residential products, single- and three-phase power quality and conn"
ETO,3mo,RETEST_BUY,30.4,30.12,30.55,0.93,0.49,1.5,30.12,"ENTER - retest of 30.12 breakout level (32d ago), holding (tight prior base)",True,True,30.12,32.0,0.73,True,4.7,,,,
ETON,3mo,NEAR_SUPPORT_BUY,55.5,54.13,62.91,2.53,13.35,1.75,54.13,ENTER - holding support at 54.13,True,False,,,,,,,,,
ETOR,3mo,NEAR_SUPPORT_BUY,28.08,27.58,33.19,1.81,18.2,1.7,27.58,ENTER - holding support at 27.58,True,False,,,,,,,,,
ETR,3mo,RETEST_BUY,102.01,101.65,108.46,0.35,6.32,2.49,101.65,"ENTER - retest of 101.65 breakout level (4d ago), holding (tight prior base)",True,True,101.65,4.0,-0.0,True,3.92,Entergy Corporation,Utilities,Utilities - Regulated Electric,"Entergy Corporation, together with its subsidiaries, engages in the production and retail distribution of electricity in the United States. It generates, transmits, distributes, and sells electric power in portions of Arkansas, Louisiana, Mississippi, and Texas, including the City of New Orleans. It also engages in the ownership of interests in non-nuclear power plants that sell electric power to "
ETS,3mo,BREAKOUT_RALLY,2.6,1.06,2.24,145.28,-13.85,4.42,2.24,ENTER - closed above 2.24 resistance on 4.42x volume,True,False,,,,False,104.14,,,,
ETSS,3mo,NEAR_RESISTANCE_AVOID,9.93,9.88,9.97,0.51,0.4,10.06,9.97,WAIT - buy trigger is a close above 9.97,False,False,,,,,,,,,
ETSY,3mo,NEUTRAL,72.6,69.99,76.43,3.73,5.28,2.23,76.43,NO SIGNAL - next trigger is a close above 76.43,False,False,,,,,,,,,
ETV,3mo,RETEST_BUY,15.24,14.91,15.25,2.21,0.07,1.53,14.91,"ENTER - retest of 14.91 breakout level (1d ago), holding (tight prior base)",True,True,14.91,1.0,-1.27,True,2.77,,,,
ETW,3mo,RETEST_BUY,9.62,9.47,9.85,1.58,2.39,0.86,9.47,"ENTER - retest of 9.47 breakout level (24d ago), holding (tight prior base)",True,True,9.47,24.0,-0.0,True,4.64,,,,
ETX,3mo,BELOW_SUPPORT,17.43,17.76,18.19,-1.86,4.36,1.93,17.76,WAIT - needs to reclaim 17.76 before entry,False,False,,,,,,,,,
ETY,3mo,RETEST_BUY,14.01,13.73,14.55,2.04,3.85,1.14,13.73,"ENTER - retest of 13.73 breakout level (5d ago), holding (tight prior base)",True,True,13.73,5.0,-0.36,True,3.54,,,,
EU,3mo,NEUTRAL,0.9,0.77,1.26,16.88,40.0,5.13,1.26,NO SIGNAL - next trigger is a close above 1.26,False,False,,,,,,,,,
EUDA,3mo,NEUTRAL,17.62,13.8,18.66,27.68,5.9,1.18,18.66,NO SIGNAL - next trigger is a close above 18.66,False,False,,,,,,,,,
EURK,3mo,RETEST_BUY,11.49,11.41,11.73,0.7,2.09,0.08,11.41,"ENTER - retest of 11.41 breakout level (6d ago), holding (tight prior base)",True,True,11.41,6.0,0.96,True,4.64,,,,
EVAC,3mo,NEAR_RESISTANCE_AVOID,10.3,10.23,10.33,0.68,0.29,6.96,10.33,WAIT - buy trigger is a close above 10.33,False,False,,,,,,,,,
EVAX,3mo,NEAR_RESISTANCE_AVOID,3.27,3.0,3.33,9.0,1.83,0.09,3.33,WAIT - buy trigger is a close above 3.33,False,False,,,,,,,,,
EVC,3mo,RETEST_BUY,7.8,7.76,8.62,0.52,10.51,1.18,7.76,"ENTER - retest of 7.76 breakout level (27d ago), holding",True,True,7.76,27.0,1.68,False,14.54,,,,
EVCM,3mo,NEUTRAL,7.77,6.21,8.02,25.12,3.22,1.77,8.02,NO SIGNAL - next trigger is a close above 8.02,False,False,,,,,,,,,
EVER,3mo,NEAR_SUPPORT_BUY,23.14,23.09,24.86,0.22,7.43,1.52,23.09,ENTER - holding support at 23.09,True,False,,,,,,,,,
EVEX,3mo,NEAR_SUPPORT_BUY,2.04,1.99,2.32,2.51,13.73,1.7,1.99,ENTER - holding support at 1.99,True,False,,,,,,,,,
EVF,3mo,RETEST_BUY,4.85,4.85,4.93,0.0,1.65,2.15,4.85,"ENTER - retest of 4.85 breakout level (13d ago), holding (tight prior base)",True,True,4.85,13.0,0.0,True,3.22,,,,
EVG,3mo,RETEST_BUY,10.24,10.14,10.72,0.99,4.69,0.63,10.14,"ENTER - retest of 10.14 breakout level (14d ago), holding (tight prior base)",True,True,10.14,14.0,0.02,True,2.82,,,,
EVGN,3mo,NEUTRAL,0.5,0.45,0.53,11.11,6.0,0.12,0.53,NO SIGNAL - next trigger is a close above 0.53,False,False,,,,,,,,,
EVGO,3mo,NEUTRAL,1.52,1.44,1.69,5.56,11.18,4.36,1.69,NO SIGNAL - next trigger is a close above 1.69,False,False,,,,,,,,,
EVH,3mo,NEUTRAL,3.69,2.95,4.74,25.08,28.46,1.76,4.74,NO SIGNAL - next trigger is a close above 4.74,False,False,,,,,,,,,
EVI,3mo,BREAKOUT_RALLY,18.11,14.97,17.48,20.98,-3.48,1.96,17.48,ENTER - closed above 17.48 resistance on 1.96x volume,True,False,,,,False,35.35,,,,
EVLV,3mo,NEUTRAL,5.01,4.86,5.2,3.09,3.79,2.45,5.2,NO SIGNAL - next trigger is a close above 5.2,False,False,,,,,,,,,
EVMN,3mo,NEUTRAL,9.65,9.3,13.35,3.76,38.34,2.35,13.35,NO SIGNAL - next trigger is a close above 13.35,False,False,,,,,,,,,
EVN,3mo,RETEST_BUY,10.12,10.1,10.84,0.2,7.11,1.6,10.1,"ENTER - retest of 10.1 breakout level (1d ago), holding (tight prior base)",True,True,10.1,1.0,-0.2,True,5.08,,,,
EVO,3mo,RETEST_BUY,1.6,1.6,1.97,0.0,23.12,27.54,1.6,"ENTER - retest of 1.6 breakout level (3d ago), holding",True,True,1.6,3.0,1.87,False,15.98,,,,
EVOX,3mo,NEAR_RESISTANCE_AVOID,10.11,10.07,10.15,0.4,0.4,26.26,10.15,WAIT - buy trigger is a close above 10.15,False,False,,,,,,,,,
EVOXU,3mo,NEAR_RESISTANCE_AVOID,10.28,10.23,10.29,0.49,0.1,0.0,10.29,WAIT - buy trigger is a close above 10.29,False,False,,,,,,,,,
EVR,3mo,NEAR_SUPPORT_BUY,262.6,258.61,300.24,1.54,14.33,1.84,258.61,ENTER - holding support at 258.61,True,False,,,,,,,,,
EVRG,3mo,RETEST_BUY,79.78,79.85,82.63,-0.09,3.57,1.6,79.85,"ENTER - retest of 79.85 breakout level (6d ago), holding (tight prior base)",True,True,79.85,6.0,0.25,True,3.41,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,"Evergy, Inc., together with its subsidiaries, engages in the generation, transmission, distribution, and sale of electricity in the United States. The company generates electricity through coal, landfill gas, uranium, and natural gas and oil sources, as well as solar, wind, and other renewable sources. It serves residences, commercial firms, industrials, municipalities, and other electric utilitie"
EVT,3mo,NEAR_SUPPORT_BUY,28.07,27.59,28.96,1.74,3.17,0.97,27.59,ENTER - holding support at 27.59,True,False,,,,,,,,,
EVTC,3mo,RETEST_BUY,27.65,27.36,29.83,1.06,7.88,3.26,27.36,"ENTER - retest of 27.36 breakout level (7d ago), holding",True,True,27.36,7.0,-0.66,False,8.36,,,,
EVTL,3mo,NEUTRAL,0.63,0.52,0.81,21.15,28.57,3.45,0.81,NO SIGNAL - next trigger is a close above 0.81,False,False,,,,,,,,,
EVV,3mo,RETEST_BUY,8.68,8.63,9.19,0.58,5.88,2.18,8.63,"ENTER - retest of 8.63 breakout level (17d ago), holding (tight prior base)",True,True,8.63,17.0,-0.0,True,2.63,,,,
EW,3mo,NEAR_RESISTANCE_AVOID,88.26,85.32,89.39,3.45,1.28,1.42,89.39,WAIT - buy trigger is a close above 89.39,False,False,,,,,,Edwards Lifesciences Corporatio,Healthcare,Medical Devices,"Edwards Lifesciences Corporation provides products and technologies to treat advanced cardiovascular diseases in the United States, Europe, Japan, and internationally. It offers transcatheter heart valve replacement products for minimally invasive replacement of aortic heart valves under the Edwards SAPIEN family of valves system; and transcatheter heart valve repair and replacement products to tr"
EWAV,3mo,NEAR_RESISTANCE_AVOID,9.9,9.85,9.9,0.51,0.0,2.33,9.9,WAIT - buy trigger is a close above 9.9,False,False,,,,,,,,,
EWAVU,3mo,NEAR_RESISTANCE_AVOID,10.03,9.97,10.19,0.6,1.6,13.15,10.19,WAIT - buy trigger is a close above 10.19,False,False,,,,,,,,,
EWBC,3mo,NEAR_SUPPORT_BUY,126.92,125.91,131.7,0.8,3.77,4.75,125.91,ENTER - holding support at 125.91,True,False,,,,,,,,,
EWTX,3mo,BREAKOUT_RALLY,45.32,42.28,46.06,7.19,1.63,1.97,46.06,ENTER - closed above 46.06 resistance on 1.97x volume,True,False,,,,False,11.35,,,,
EXC,3mo,RETEST_BUY,42.07,42.14,44.33,-0.17,5.37,1.59,42.14,"ENTER - retest of 42.14 breakout level (6d ago), holding (tight prior base)",True,True,42.14,6.0,0.31,True,3.88,Exelon Corporation,Utilities,Utilities - Regulated Electric,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States. The company is involved in the purchase and regulated retail sale of electricity and natural gas; transmission and distribution of electricity; and distribution of natural gas to retail customers. It serves residential, commercial, industrial, and public auth"
EXE,3mo,RETEST_BUY,87.49,86.66,89.46,0.96,2.25,3.21,86.66,"ENTER - retest of 86.66 breakout level (2d ago), holding",True,True,86.66,2.0,-0.74,False,8.16,Expand Energy Corporation,Energy,Oil & Gas E&P,"Expand Energy Corporation operates as an independent natural gas production company in the United States. The company engages in acquisition, exploration, and development of properties to produce oil, natural gas, and natural gas liquids. It holds interests in the Marcellus Shale in the northern Appalachian Basin in Pennsylvania; the Marcellus and Utica Shales in Ohio and West Virginia; and the Ha"
EXEL,3mo,NEAR_RESISTANCE_AVOID,58.36,54.14,59.72,7.79,2.33,2.53,59.72,WAIT - buy trigger is a close above 59.72,False,False,,,,,,,,,
EXFY,3mo,NEUTRAL,2.24,2.04,2.42,9.8,8.04,1.21,2.42,NO SIGNAL - next trigger is a close above 2.42,False,False,,,,,,,,,
EXG,3mo,RETEST_BUY,9.62,9.42,9.67,2.12,0.52,0.88,9.42,"ENTER - retest of 9.42 breakout level (31d ago), holding (tight prior base)",True,True,9.42,31.0,-0.53,True,4.86,,,,
EXK,3mo,NEAR_SUPPORT_BUY,10.21,10.13,11.02,0.79,7.93,0.85,10.13,ENTER - holding support at 10.13,True,False,,,,,,,,,
EXLS,3mo,NEAR_RESISTANCE_AVOID,35.15,34.19,36.2,2.81,2.99,1.39,36.2,WAIT - buy trigger is a close above 36.2,False,False,,,,,,,,,
EXOD,3mo,NEUTRAL,6.84,5.82,7.9,17.53,15.5,1.7,7.9,NO SIGNAL - next trigger is a close above 7.9,False,False,,,,,,,,,
EXOZ,3mo,NEUTRAL,6.43,6.0,6.78,7.17,5.44,2.8,6.78,NO SIGNAL - next trigger is a close above 6.78,False,False,,,,,,,,,
EXP,3mo,RETEST_BUY,176.82,177.95,209.68,-0.64,18.58,2.45,177.95,"ENTER - retest of 177.95 breakout level (3d ago), holding",True,True,177.95,3.0,1.22,False,9.36,,,,
EXPD,3mo,NEAR_RESISTANCE_AVOID,190.94,188.36,193.43,1.37,1.3,3.18,193.43,WAIT - buy trigger is a close above 193.43,False,False,,,,,,Expeditors International of Was,Industrials,Integrated Freight & Logistics,"Expeditors International of Washington, Inc., together with its subsidiaries, provides logistics services in the Americas, North Asia, South Asia, Europe, and Middle East, Africa, and India. The company offers airfreight services, such as air freight consolidation and forwarding; ocean freight and ocean services, including ocean freight consolidation, direct ocean forwarding, and order management;"
EXPE,3mo,NEUTRAL,279.35,261.43,294.84,6.85,5.55,1.99,294.84,NO SIGNAL - next trigger is a close above 294.84,False,False,,,,,,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,"Expedia Group, Inc. operates as an online travel company in the United States and internationally. The company operates through B2C, B2B, and trivago segments. The B2C segment includes Brand Expedia, a full-service online travel brand offers various travel products and services; Hotels.com for lodging accommodations; Vrbo, an online marketplace for the alternative accommodations; and Orbitz, Trave"
EXPO,3mo,NEAR_RESISTANCE_AVOID,68.3,66.59,69.02,2.57,1.05,3.23,69.02,WAIT - buy trigger is a close above 69.02,False,False,,,,,,,,,
EXR,3mo,RETEST_BUY,136.71,136.32,139.21,0.29,1.83,2.72,136.32,"ENTER - retest of 136.32 breakout level (12d ago), holding (tight prior base)",True,True,136.32,12.0,2.0,True,6.95,Extra Space Storage Inc,Real Estate,REIT - Industrial,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of June 30, 2026, the Company owned and/or operated 4,410 self-storage stores in 42 states and Washington, D.C. The Company's stores comprise approximately 3.0 million units and approximately 341.0 million square feet of rentable space operating under the Ex"
EXTR,3mo,NEAR_RESISTANCE_AVOID,22.31,22.02,22.49,1.32,0.81,1.85,22.49,WAIT - buy trigger is a close above 22.49,False,False,,,,,,,,,
EXYN,3mo,NEUTRAL,2.62,2.43,2.78,7.82,6.11,0.05,2.78,NO SIGNAL - next trigger is a close above 2.78,False,False,,,,,,,,,
EXYNW,3mo,NEUTRAL,0.38,0.29,0.69,31.03,81.58,0.67,0.69,NO SIGNAL - next trigger is a close above 0.69,False,False,,,,,,,,,
EYE,3mo,NEAR_SUPPORT_BUY,16.88,16.46,17.77,2.55,5.27,2.34,16.46,ENTER - holding support at 16.46,True,False,,,,,,,,,
EYPT,3mo,NEUTRAL,3.85,3.42,4.92,12.57,27.79,1.69,4.92,NO SIGNAL - next trigger is a close above 4.92,False,False,,,,,,,,,
EZGO,3mo,NEAR_SUPPORT_BUY,0.89,0.89,0.94,0.0,5.62,1.05,0.89,ENTER - holding support at 0.89,True,False,,,,,,,,,
EZPW,3mo,NEAR_SUPPORT_BUY,30.65,30.33,31.8,1.06,3.75,1.58,30.33,ENTER - holding support at 30.33,True,False,,,,,,,,,
EZRA,3mo,NEAR_SUPPORT_BUY,2.62,2.58,3.01,1.55,14.89,0.6,2.58,ENTER - holding support at 2.58,True,False,,,,,,,,,
F,3mo,RETEST_BUY,13.21,13.16,14.33,0.38,8.48,2.48,13.16,"ENTER - retest of 13.16 breakout level (7d ago), holding (tight prior base)",True,True,13.16,7.0,1.67,True,6.47,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,"Ford Motor Company develops, delivers, and services Ford trucks, sport utility vehicles, commercial vans and cars, and Lincoln luxury vehicles in the United States, Canada, the United Kingdom, Mexico, and internationally. It operates through Ford Blue, Ford Model e, Ford Pro, and Ford Credit segments. The company sells Ford and Lincoln internal combustion engine and hybrid vehicles, electric vehic"
FA,3mo,BREAKOUT_RALLY,20.72,20.06,20.97,3.29,1.21,1.71,20.97,ENTER - closed above 20.97 resistance on 1.71x volume,True,False,,,,False,11.74,,,,
FABC,3mo,BELOW_SUPPORT,2.14,2.22,2.64,-3.6,23.36,2.55,2.22,WAIT - needs to reclaim 2.22 before entry,False,False,,,,,,,,,
FAC,3mo,NEAR_RESISTANCE_AVOID,6.25,4.9,6.41,27.55,2.56,8.52,6.41,WAIT - buy trigger is a close above 6.41,False,False,,,,,,,,,
FACT,3mo,NEAR_RESISTANCE_AVOID,10.71,10.66,10.72,0.47,0.09,0.0,10.72,WAIT - buy trigger is a close above 10.72,False,False,,,,,,,,,
FAF,3mo,BREAKOUT_RALLY,69.59,68.64,69.84,1.38,0.36,3.34,69.84,ENTER - closed above 69.84 resistance on 3.34x volume,True,False,,,,False,9.34,,,,
FAMI,3mo,NEUTRAL,0.12,0.1,0.14,20.0,16.67,0.1,0.14,NO SIGNAL - next trigger is a close above 0.14,False,False,,,,,,,,,
FANG,3mo,RETEST_BUY,192.42,190.25,203.84,1.14,5.93,3.08,190.25,"ENTER - retest of 190.25 breakout level (1d ago), holding",True,True,190.25,1.0,-0.9,False,10.75,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,"Diamondback Energy, Inc., an independent oil and natural gas company, acquires, develops, explores, and exploits unconventional, onshore oil and natural gas reserves in the Permian Basin in West Texas, the United States. The company primarily focuses on the development of the Spraberry and Wolfcamp formations of the Midland Basin; and the Wolfcamp and Bone Spring formations of the Delaware Basin, "
FAST,3mo,NEAR_RESISTANCE_AVOID,49.01,47.86,50.16,2.4,2.35,1.98,50.16,WAIT - buy trigger is a close above 50.16,False,False,,,,,,Fastenal Company,Industrials,Industrial Distribution,"Fastenal Company, together with its subsidiaries, engages in the wholesale distribution of industrial and construction supplies in the United States, Canada, Mexico, and internationally. It offers fasteners, and related industrial and construction supplies under the Fastenal name. The company's fastener products include threaded fasteners, bolts, nuts, screws, studs, and related washers that are u"
FATE,3mo,NEAR_RESISTANCE_AVOID,2.53,2.48,2.55,2.02,0.79,4.58,2.55,WAIT - buy trigger is a close above 2.55,False,False,,,,,,,,,
FATN,3mo,NEUTRAL,5.73,5.48,6.2,4.56,8.2,6.07,6.2,NO SIGNAL - next trigger is a close above 6.2,False,False,,,,,,,,,
FAX,3mo,NEAR_SUPPORT_BUY,13.92,13.85,14.45,0.51,3.81,1.12,13.85,ENTER - holding support at 13.85,True,False,,,,,,,,,
FBDT,3mo,NEUTRAL,0.88,0.65,1.25,35.38,42.05,0.56,1.25,NO SIGNAL - next trigger is a close above 1.25,False,False,,,,,,,,,
FBGL,3mo,NEUTRAL,0.39,0.36,0.45,8.33,15.38,0.13,0.45,NO SIGNAL - next trigger is a close above 0.45,False,False,,,,,,,,,
FBIN,3mo,RETEST_BUY,39.4,39.1,46.74,0.77,18.63,1.48,39.1,"ENTER - retest of 39.1 breakout level (21d ago), holding",True,True,39.1,21.0,0.51,False,15.7,,,,
FBIO,3mo,NEUTRAL,2.51,2.41,2.99,4.15,19.12,1.24,2.99,NO SIGNAL - next trigger is a close above 2.99,False,False,,,,,,,,,
FBIOP,3mo,BELOW_SUPPORT,17.79,17.9,18.79,-0.61,5.62,2.54,17.9,WAIT - needs to reclaim 17.9 before entry,False,False,,,,,,,,,
FBIZ,3mo,NEAR_SUPPORT_BUY,70.8,69.58,73.01,1.75,3.12,3.07,69.58,ENTER - holding support at 69.58,True,False,,,,,,,,,
FBK,3mo,RETEST_BUY,53.36,53.0,55.78,0.68,4.54,8.92,53.0,"ENTER - retest of 53.0 breakout level (2d ago), holding (tight prior base)",True,True,53.0,2.0,-0.38,True,6.13,,,,
FBLA,3mo,NEAR_RESISTANCE_AVOID,16.1,15.72,16.2,2.42,0.62,4.93,16.2,WAIT - buy trigger is a close above 16.2,False,False,,,,,,,,,
FBLG,3mo,RETEST_BUY,1.43,1.39,2.2,2.88,53.85,0.4,1.39,"ENTER - retest of 1.39 breakout level (11d ago), holding",True,True,1.39,11.0,0.29,False,71.43,,,,
FBNC,3mo,NEAR_SUPPORT_BUY,63.38,61.9,65.78,2.39,3.79,5.14,61.9,ENTER - holding support at 61.9,True,False,,,,,,,,,
FBP,3mo,RETEST_BUY,27.58,27.33,27.69,0.91,0.4,4.2,27.33,"ENTER - retest of 27.33 breakout level (4d ago), holding (tight prior base)",True,True,27.33,4.0,0.8,True,5.06,,,,
FBRT,3mo,NEAR_SUPPORT_BUY,7.47,7.34,8.0,1.77,7.1,7.36,7.34,ENTER - holding support at 7.34,True,False,,,,,,,,,
FBYD,3mo,NEUTRAL,6.96,6.02,7.52,15.61,8.05,4.56,7.52,NO SIGNAL - next trigger is a close above 7.52,False,False,,,,,,,,,
FC,3mo,BELOW_SUPPORT,17.27,17.52,20.85,-1.43,20.73,1.6,17.52,WAIT - needs to reclaim 17.52 before entry,False,False,,,,,,,,,
FCAP,3mo,NEAR_RESISTANCE_AVOID,62.27,61.68,63.33,0.96,1.7,2.9,63.33,WAIT - buy trigger is a close above 63.33,False,False,,,,,,,,,
FCBC,3mo,NEAR_SUPPORT_BUY,46.91,46.06,49.21,1.85,4.9,4.0,46.06,ENTER - holding support at 46.06,True,False,,,,,,,,,
FCBM,3mo,BREAKOUT_RALLY,12.69,12.52,12.9,1.36,1.65,16.71,12.9,ENTER - closed above 12.9 resistance on 16.71x volume (tight prior base),True,False,,,,True,5.39,,,,
FCCO,3mo,BREAKOUT_RALLY,33.73,33.25,33.76,1.44,0.09,2.54,33.76,ENTER - closed above 33.76 resistance on 2.54x volume (tight prior base),True,False,,,,True,5.73,,,,
FCEL,3mo,NEAR_RESISTANCE_AVOID,18.11,17.99,18.33,0.67,1.21,1.27,18.33,WAIT - buy trigger is a close above 18.33,False,False,,,,,,,,,
FCF,3mo,NEAR_RESISTANCE_AVOID,21.1,20.94,21.45,0.76,1.66,3.34,21.45,WAIT - buy trigger is a close above 21.45,False,False,,,,,,,,,
FCFS,3mo,NEUTRAL,218.99,211.47,226.54,3.56,3.45,1.58,226.54,NO SIGNAL - next trigger is a close above 226.54,False,False,,,,,,,,,
FCHL,3mo,NEAR_RESISTANCE_AVOID,1.05,1.0,1.08,5.0,2.86,0.14,1.08,WAIT - buy trigger is a close above 1.08,False,False,,,,,,,,,
FCN,3mo,NEAR_SUPPORT_BUY,141.18,137.65,154.1,2.56,9.15,4.6,137.65,ENTER - holding support at 137.65,True,False,,,,,,,,,
FCNCA,3mo,NEAR_RESISTANCE_AVOID,2111.89,2042.6,2142.9,3.39,1.47,2.39,2142.9,WAIT - buy trigger is a close above 2142.9,False,False,,,,,,,,,
FCNCN,3mo,NEAR_SUPPORT_BUY,23.88,23.4,24.93,2.05,4.4,1.78,23.4,ENTER - holding support at 23.4,True,False,,,,,,,,,
FCNCO,3mo,RETEST_BUY,19.72,19.68,20.51,0.2,4.01,1.66,19.68,"ENTER - retest of 19.68 breakout level (12d ago), holding (tight prior base)",True,True,19.68,12.0,0.2,True,2.63,,,,
FCNCP,3mo,RETEST_BUY,19.11,19.05,19.96,0.31,4.45,1.73,19.05,"ENTER - retest of 19.05 breakout level (13d ago), holding (tight prior base)",True,True,19.05,13.0,0.21,True,2.32,,,,
FCPT,3mo,BELOW_SUPPORT,22.62,22.88,25.23,-1.14,11.54,2.99,22.88,WAIT - needs to reclaim 22.88 before entry,False,False,,,,,,,,,
FCRS,3mo,NEAR_RESISTANCE_AVOID,10.23,10.21,10.26,0.2,0.29,5.72,10.26,WAIT - buy trigger is a close above 10.26,False,False,,,,,,,,,
FCUV,3mo,RETEST_BUY,5.11,5.04,7.4,1.39,44.81,0.19,5.04,"ENTER - retest of 5.04 breakout level (8d ago), holding",True,True,5.04,8.0,0.0,False,123.5,,,,
FCX,3mo,NEAR_SUPPORT_BUY,71.54,71.45,78.64,0.13,9.92,1.0,71.45,ENTER - holding support at 71.45,True,False,,,,,,"Freeport-McMoRan, Inc.",Basic Materials,Copper,"Freeport-McMoRan Inc. engages in the mining of mineral properties in North America, South America, and Indonesia. The company primarily explores for copper, gold, molybdenum, silver, and other metals. Its assets include the Grasberg minerals district in Indonesia; Morenci, Bagdad, Safford, Sierrita, and Miami in Arizona; Chino and Tyrone in New Mexico; and Henderson and Climax in Colorado, North A"
FDBC,3mo,NEAR_RESISTANCE_AVOID,54.83,52.84,55.07,3.77,0.44,5.76,55.07,WAIT - buy trigger is a close above 55.07,False,False,,,,,,,,,
FDMM,3mo,NEAR_RESISTANCE_AVOID,9.86,9.8,9.88,0.61,0.2,0.93,9.88,WAIT - buy trigger is a close above 9.88,False,False,,,,,,,,,
FDMMU,3mo,NEAR_RESISTANCE_AVOID,9.98,9.96,10.0,0.2,0.2,0.0,10.0,WAIT - buy trigger is a close above 10.0,False,False,,,,,,,,,
FDMT,3mo,NEAR_RESISTANCE_AVOID,15.22,14.35,15.29,6.06,0.46,1.96,15.29,WAIT - buy trigger is a close above 15.29,False,False,,,,,,,,,
FDS,3mo,NEAR_RESISTANCE_AVOID,283.83,273.3,284.89,3.85,0.37,1.27,284.89,WAIT - buy trigger is a close above 284.89,False,False,,,,,,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,"FactSet Research Systems Inc., together with its subsidiaries, operates as a financial digital platform and enterprise solutions provider for the investment community. It offers data, products, and analytical applications; and workstations, portfolio analytics, and enterprise data solutions, as well as managed services for supporting data, performance, risk, and reporting workflows. The company al"
FDSB,3mo,RETEST_BUY,18.31,18.2,18.6,0.6,1.58,2.6,18.2,"ENTER - retest of 18.2 breakout level (3d ago), holding (tight prior base)",True,True,18.2,3.0,-0.6,True,2.67,,,,
FDUS,3mo,RETEST_BUY,19.36,18.91,19.4,2.38,0.21,1.16,18.91,"ENTER - retest of 18.91 breakout level (29d ago), holding (tight prior base)",True,True,18.91,29.0,0.35,True,7.44,,,,
FDX,3mo,RETEST_BUY,303.65,303.17,319.7,0.16,5.29,2.11,303.17,"ENTER - retest of 303.17 breakout level (10d ago), holding (tight prior base)",True,True,303.17,10.0,1.25,True,7.6,FedEx Corporation,Industrials,Integrated Freight & Logistics,"FedEx Corporation, together with its subsidiaries, provides transportation, e-commerce, and business services in the United States and internationally. The company operates through two segments, Express U.S. Domestic and Express International. It provides e-commerce and digital solutions; dataworks; printing and shipping management, including digital printing, professional finishing, document crea"
